Date,Event,Opponent,Map,Result,W/L,Group,Team
25/01/24,BLAST Premier Spring Groups 2024,Virtus.pro,Anubis,13 - 10,W,europa_1,Cloud9
25/01/24,BLAST Premier Spring Groups 2024,Virtus.pro,Overpass,4 - 13,L,europa_1,Cloud9
24/01/24,BLAST Premier Spring Groups 2024,HEROIC,Anubis,13 - 1,W,europa_1,Cloud9
24/01/24,BLAST Premier Spring Groups 2024,HEROIC,Mirage,13 - 5,W,europa_1,Cloud9
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,BetBoom,Anubis,13 - 5,W,europa_1,Cloud9
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,BetBoom,Nuke,13 - 3,W,europa_1,Cloud9
18/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,3DMAX,Anubis,13 - 10,W,europa_1,Cloud9
18/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,OG,Inferno,13 - 5,W,europa_1,Cloud9
15/12/23,BLAST Premier World Final 2023,MOUZ,Ancient,7 - 13,L,europa_1,Cloud9
15/12/23,BLAST Premier World Final 2023,MOUZ,Mirage,1 - 13,L,europa_1,Cloud9
14/12/23,BLAST Premier World Final 2023,Vitality,Inferno,8 - 13,L,europa_1,Cloud9
14/12/23,BLAST Premier World Final 2023,Vitality,Anubis,11 - 13,L,europa_1,Cloud9
13/12/23,BLAST Premier World Final 2023,ENCE,Overpass,16 - 13,W,europa_1,Cloud9
13/12/23,BLAST Premier World Final 2023,ENCE,Ancient,13 - 4,W,europa_1,Cloud9
08/12/23,BetBoom Dacha 2023,BetBoom,Nuke,5 - 13,L,europa_1,Cloud9
08/12/23,BetBoom Dacha 2023,BetBoom,Ancient,10 - 13,L,europa_1,Cloud9
07/12/23,BetBoom Dacha 2023,MIBR,Mirage,6 - 13,L,europa_1,Cloud9
07/12/23,BetBoom Dacha 2023,MIBR,Inferno,13 - 16,L,europa_1,Cloud9
07/12/23,BetBoom Dacha 2023,MIBR,Anubis,13 - 3,W,europa_1,Cloud9
05/12/23,BetBoom Dacha 2023,GamerLegion,Mirage,13 - 3,W,europa_1,Cloud9
05/12/23,BetBoom Dacha 2023,GamerLegion,Overpass,13 - 5,W,europa_1,Cloud9
25/11/23,BLAST Premier Fall Final 2023,Vitality,Inferno,11 - 13,L,europa_1,Cloud9
25/11/23,BLAST Premier Fall Final 2023,Vitality,Nuke,13 - 9,W,europa_1,Cloud9
25/11/23,BLAST Premier Fall Final 2023,Vitality,Mirage,13 - 16,L,europa_1,Cloud9
24/11/23,BLAST Premier Fall Final 2023,HEROIC,Inferno,13 - 5,W,europa_1,Cloud9
24/11/23,BLAST Premier Fall Final 2023,HEROIC,Nuke,13 - 11,W,europa_1,Cloud9
23/11/23,BLAST Premier Fall Final 2023,FaZe,Anubis,15 - 19,L,europa_1,Cloud9
23/11/23,BLAST Premier Fall Final 2023,FaZe,Ancient,2 - 13,L,europa_1,Cloud9
23/11/23,BLAST Premier Fall Final 2023,FaZe,Overpass,13 - 11,W,europa_1,Cloud9
22/11/23,BLAST Premier Fall Final 2023,Natus Vincere,Inferno,13 - 9,W,europa_1,Cloud9
22/11/23,BLAST Premier Fall Final 2023,Natus Vincere,Ancient,9 - 13,L,europa_1,Cloud9
22/11/23,BLAST Premier Fall Final 2023,Natus Vincere,Anubis,13 - 11,W,europa_1,Cloud9
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Nemiga,Ancient,17 - 19,L,europa_1,Rebels
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Nemiga,Anubis,25 - 23,W,europa_1,Rebels
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Nemiga,Vertigo,8 - 13,L,europa_1,Rebels
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,fnatic,Ancient,3 - 13,L,europa_1,Rebels
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Sangal,Vertigo,8 - 13,L,europa_1,Rebels
09/11/24,European Pro League Season 20,ECLOT,Ancient,15 - 19,L,europa_1,Rebels
09/11/24,European Pro League Season 20,ECLOT,Nuke,6 - 13,L,europa_1,Rebels
09/11/24,European Pro League Season 20,ECLOT,Mirage,13 - 7,W,europa_1,Rebels
08/11/24,European Pro League Season 20,Permitta,Vertigo,13 - 4,W,europa_1,Rebels
08/11/24,European Pro League Season 20,Permitta,Mirage,13 - 9,W,europa_1,Rebels
08/11/24,European Pro League Season 20,Permitta,Ancient,12 - 16,L,europa_1,Rebels
07/11/24,European Pro League Season 20,NAVI Junior,Ancient,7 - 13,L,europa_1,Rebels
07/11/24,European Pro League Season 20,NAVI Junior,Nuke,13 - 5,W,europa_1,Rebels
07/11/24,European Pro League Season 20,NAVI Junior,Dust2,6 - 13,L,europa_1,Rebels
05/11/24,YaLLa Compass Fall 2024,Sashi,Vertigo,7 - 13,L,europa_1,Rebels
05/11/24,YaLLa Compass Fall 2024,Sashi,Nuke,9 - 13,L,europa_1,Rebels
05/11/24,YaLLa Compass Fall 2024,Sashi,Ancient,22 - 20,W,europa_1,Rebels
04/11/24,European Pro League Season 20,Into the Breach,Ancient,13 - 9,W,europa_1,Rebels
04/11/24,European Pro League Season 20,Into the Breach,Mirage,13 - 8,W,europa_1,Rebels
02/11/24,European Pro League Season 20,Endpoint,Vertigo,13 - 3,W,europa_1,Rebels
02/11/24,European Pro League Season 20,Endpoint,Mirage,9 - 13,L,europa_1,Rebels
02/11/24,European Pro League Season 20,Endpoint,Ancient,22 - 19,W,europa_1,Rebels
31/10/24,YaLLa Compass Fall 2024,SINNERS,Vertigo,11 - 13,L,europa_1,Rebels
31/10/24,YaLLa Compass Fall 2024,SINNERS,Mirage,8 - 13,L,europa_1,Rebels
31/10/24,YaLLa Compass Fall 2024,SINNERS,Ancient,13 - 9,W,europa_1,Rebels
31/10/24,European Pro League Season 20,Insilio,Vertigo,22 - 18,W,europa_1,Rebels
31/10/24,European Pro League Season 20,Insilio,Ancient,13 - 8,W,europa_1,Rebels
28/10/24,YaLLa Compass Fall 2024,Gaimin Gladiators,Nuke,5 - 13,L,europa_1,Rebels
28/10/24,YaLLa Compass Fall 2024,Gaimin Gladiators,Ancient,11 - 13,L,europa_1,Rebels
27/10/24,European Pro League Season 20,Endpoint,Vertigo,9 - 13,L,europa_1,Rebels
27/10/24,European Pro League Season 20,Endpoint,Ancient,13 - 6,W,europa_1,Rebels
27/10/24,European Pro League Season 20,Endpoint,Mirage,5 - 13,L,europa_1,Rebels
17/10/24,Elisa Masters Espoo 2024,9z,Ancient,6 - 13,L,europa_1,Rebels
17/10/24,Elisa Masters Espoo 2024,9z,Nuke,10 - 13,L,europa_1,Rebels
17/10/24,Elisa Masters Espoo 2024,HEROIC,Anubis,10 - 13,L,europa_1,Rebels
01/10/24,ESL Challenger League Season 48 Europe,Apogee,Ancient,3 - 13,L,europa_1,Rebels
01/10/24,ESL Challenger League Season 48 Europe,Apogee,Vertigo,7 - 13,L,europa_1,Rebels
01/10/24,ESL Challenger League Season 48 Europe,Apogee,Nuke,13 - 3,W,europa_1,Rebels
24/09/24,ESL Challenger Katowice 2024 Poland Open Qualifier,Monte,Mirage,6 - 13,L,europa_1,Rebels
24/09/24,ESL Challenger Katowice 2024 Poland Open Qualifier,Monte,Ancient,3 - 13,L,europa_1,Rebels
24/09/24,ESL Challenger Katowice 2024 Poland Open Qualifier,ex-Enterprise,Nuke,13 - 8,W,europa_1,Rebels
23/09/24,ESL Challenger Katowice 2024 Poland Open Qualifier,Souls Heart,Nuke,13 - 9,W,europa_1,Rebels
20/09/24,ESL Challenger League Season 48 Europe,Insilio,Ancient,19 - 15,W,europa_1,Rebels
20/09/24,ESL Challenger League Season 48 Europe,Insilio,Anubis,10 - 13,L,europa_1,Rebels
20/09/24,ESL Challenger League Season 48 Europe,Insilio,Nuke,13 - 2,W,europa_1,Rebels
14/09/24,Elisa Invitational Fall 2024,Sashi,Anubis,13 - 8,W,europa_1,Rebels
14/09/24,Elisa Invitational Fall 2024,Sashi,Vertigo,13 - 2,W,europa_1,Rebels
14/09/24,Elisa Invitational Fall 2024,Sashi,Nuke,7 - 13,L,europa_1,Rebels
14/09/24,Elisa Invitational Fall 2024,Zero Tenacity,Nuke,13 - 9,W,europa_1,Rebels
14/09/24,Elisa Invitational Fall 2024,Zero Tenacity,Dust2,13 - 9,W,europa_1,Rebels
13/09/24,Elisa Invitational Fall 2024,Johnny Speeds,Anubis,13 - 8,W,europa_1,Rebels
13/09/24,Elisa Invitational Fall 2024,Johnny Speeds,Mirage,7 - 13,L,europa_1,Rebels
13/09/24,Elisa Invitational Fall 2024,Johnny Speeds,Nuke,13 - 8,W,europa_1,Rebels
12/09/24,ESL Challenger League Season 48 Europe,Betera,Mirage,16 - 19,L,europa_1,Rebels
12/09/24,ESL Challenger League Season 48 Europe,Betera,Anubis,13 - 6,W,europa_1,Rebels
12/09/24,ESL Challenger League Season 48 Europe,Betera,Nuke,6 - 13,L,europa_1,Rebels
12/09/24,Winline Insight Season 5,DMS,Ancient,14 - 16,L,europa_1,Rebels
12/09/24,Winline Insight Season 5,DMS,Vertigo,13 - 4,W,europa_1,Rebels
12/09/24,Winline Insight Season 5,DMS,Mirage,13 - 16,L,europa_1,Rebels
11/09/24,Elisa Invitational Fall 2024,Into the Breach,Ancient,13 - 4,W,europa_1,Rebels
11/09/24,Elisa Invitational Fall 2024,Into the Breach,Vertigo,11 - 13,L,europa_1,Rebels
11/09/24,Elisa Invitational Fall 2024,Into the Breach,Mirage,13 - 7,W,europa_1,Rebels
06/09/24,Winline Insight Season 5,GUN5,Nuke,11 - 13,L,europa_1,Rebels
06/09/24,Winline Insight Season 5,GUN5,Dust2,6 - 13,L,europa_1,Rebels
05/09/24,ESL Challenger League Season 48 Europe,Qiang,Dust2,16 - 14,W,europa_1,Rebels
05/09/24,ESL Challenger League Season 48 Europe,Qiang,Nuke,13 - 11,W,europa_1,Rebels
01/09/24,Winline Insight Season 5,Partizan,Nuke,14 - 16,L,europa_1,Rebels
01/09/24,Winline Insight Season 5,Partizan,Anubis,7 - 13,L,europa_1,Rebels
27/08/24,Elisa Invitational Fall 2024,FAVBET,Ancient,13 - 6,W,europa_1,Rebels
27/08/24,Elisa Invitational Fall 2024,FAVBET,Nuke,13 - 10,W,europa_1,Rebels
27/08/24,Elisa Invitational Fall 2024,FAVBET,Anubis,16 - 19,L,europa_1,Rebels
23/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Permitta,Mirage,13 - 7,W,europa_1,Rebels
23/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Permitta,Vertigo,13 - 10,W,europa_1,Rebels
23/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Johnny Speeds,Ancient,16 - 13,W,europa_1,Rebels
23/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Johnny Speeds,Nuke,13 - 8,W,europa_1,Rebels
23/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Johnny Speeds,Mirage,10 - 13,L,europa_1,Rebels
22/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,OG,Ancient,8 - 13,L,europa_1,Rebels
21/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,9 Pandas,Nuke,5 - 13,L,europa_1,Rebels
21/08/24,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Zero Tenacity,Mirage,13 - 11,W,europa_1,Rebels
20/08/24,Elisa Invitational Fall 2024,Rhyno,Ancient,13 - 4,W,europa_1,Rebels
20/08/24,Elisa Invitational Fall 2024,Rhyno,Anubis,13 - 10,W,europa_1,Rebels
15/08/24,IEM Rio 2024 Europe Open Qualifier 1,fnatic,Ancient,8 - 13,L,europa_1,Rebels
13/08/24,Elisa Invitational Fall 2024,DASH,Anubis,13 - 7,W,europa_1,Rebels
13/08/24,Elisa Invitational Fall 2024,DASH,Nuke,2 - 13,L,europa_1,Rebels
13/08/24,Elisa Invitational Fall 2024,DASH,Ancient,13 - 5,W,europa_1,Rebels
07/08/24,ESL Challenger League Season 48 Europe,Sangal,Mirage,8 - 13,L,europa_1,Rebels
07/08/24,ESL Challenger League Season 48 Europe,Sangal,Ancient,8 - 13,L,europa_1,Rebels
07/08/24,Hellcase Cup 10,TALON,Anubis,5 - 13,L,europa_1,Rebels
07/08/24,Hellcase Cup 10,TALON,Vertigo,11 - 13,L,europa_1,Rebels
05/08/24,ESL Challenger League Season 48 Europe,SINNERS,Ancient,5 - 13,L,europa_1,Rebels
05/08/24,ESL Challenger League Season 48 Europe,SINNERS,Nuke,13 - 8,W,europa_1,Rebels
05/08/24,ESL Challenger League Season 48 Europe,SINNERS,Dust2,7 - 13,L,europa_1,Rebels
30/07/24,ESL Challenger League Season 48 Europe,RUSH B,Vertigo,14 - 16,L,europa_1,Rebels
30/07/24,ESL Challenger League Season 48 Europe,RUSH B,Nuke,9 - 13,L,europa_1,Rebels
24/07/24,ESL Challenger League Season 48 Europe,SAW,Nuke,13 - 11,W,europa_1,Rebels
24/07/24,ESL Challenger League Season 48 Europe,SAW,Vertigo,13 - 11,W,europa_1,Rebels
24/07/24,European Pro League Season 17,9INE,Dust2,7 - 13,L,europa_1,Rebels
24/07/24,European Pro League Season 17,9INE,Ancient,10 - 13,L,europa_1,Rebels
23/07/24,European Pro League Season 17,Enterprise,Anubis,13 - 3,W,europa_1,Rebels
23/07/24,European Pro League Season 17,Enterprise,Dust2,13 - 6,W,europa_1,Rebels
22/07/24,European Pro League Season 17,Insilio,Nuke,13 - 8,W,europa_1,Rebels
22/07/24,European Pro League Season 17,Insilio,Vertigo,13 - 9,W,europa_1,Rebels
19/07/24,RES Regional Series 6 Europe,B8,Anubis,9 - 13,L,europa_1,Rebels
19/07/24,RES Regional Series 6 Europe,B8,Mirage,13 - 10,W,europa_1,Rebels
19/07/24,RES Regional Series 6 Europe,B8,Nuke,10 - 13,L,europa_1,Rebels
18/07/24,European Pro League Season 17,Illuminar,Anubis,13 - 4,W,europa_1,Rebels
18/07/24,European Pro League Season 17,Illuminar,Vertigo,13 - 10,W,europa_1,Rebels
17/07/24,RES Regional Series 6 Europe,9INE,Ancient,13 - 11,W,europa_1,Rebels
17/07/24,RES Regional Series 6 Europe,9INE,Nuke,13 - 8,W,europa_1,Rebels
17/07/24,RES Regional Series 6 Europe,9INE,Dust2,9 - 13,L,europa_1,Rebels
15/07/24,ESL Challenger League Season 48 Europe,brazylijski luz,Ancient,9 - 13,L,europa_1,Rebels
15/07/24,ESL Challenger League Season 48 Europe,brazylijski luz,Dust2,5 - 13,L,europa_1,Rebels
15/07/24,ESL Challenger League Season 48 Europe,brazylijski luz,Vertigo,13 - 6,W,europa_1,Rebels
15/07/24,RES Regional Series 6 Europe,Sangal,Anubis,4 - 13,L,europa_1,Rebels
15/07/24,RES Regional Series 6 Europe,Sangal,Nuke,13 - 16,L,europa_1,Rebels
12/07/24,European Pro League Season 17,Enterprise,Vertigo,13 - 8,W,europa_1,Rebels
12/07/24,European Pro League Season 17,Enterprise,Ancient,13 - 10,W,europa_1,Rebels
10/07/24,IESF World Championship 2024 Europe Closed Qualifier 2,Belarus,Anubis,13 - 5,W,europa_1,Rebels
10/07/24,IESF World Championship 2024 Europe Closed Qualifier 2,Belarus,Nuke,13 - 10,W,europa_1,Rebels
09/07/24,IESF World Championship 2024 Europe Closed Qualifier 2,Bulgaria,Mirage,16 - 14,W,europa_1,Rebels
09/07/24,IESF World Championship 2024 Europe Closed Qualifier 2,Bulgaria,Nuke,13 - 8,W,europa_1,Rebels
08/07/24,European Pro League Season 17,Verdant,Vertigo,13 - 3,W,europa_1,Rebels
08/07/24,European Pro League Season 17,Verdant,Nuke,13 - 11,W,europa_1,Rebels
13/06/24,YGames Pro Series 2024,Sampi,Dust2,19 - 22,L,europa_1,Rebels
13/06/24,YGames Pro Series 2024,Sampi,Mirage,3 - 13,L,europa_1,Rebels
12/06/24,YGames Pro Series 2024,PERA,Vertigo,7 - 13,L,europa_1,Rebels
12/06/24,YGames Pro Series 2024,PERA,Mirage,5 - 13,L,europa_1,Rebels
10/06/24,YGames Pro Series 2024,Permitta,Mirage,13 - 4,W,europa_1,Rebels
10/06/24,YGames Pro Series 2024,Permitta,Vertigo,16 - 14,W,europa_1,Rebels
09/06/24,RES Regional Series 5 Europe,Rhyno,Anubis,10 - 13,L,europa_1,Rebels
09/06/24,RES Regional Series 5 Europe,Rhyno,Ancient,9 - 13,L,europa_1,Rebels
07/06/24,RES Regional Series 5 Europe,BLEED,Nuke,13 - 9,W,europa_1,Rebels
07/06/24,RES Regional Series 5 Europe,BLEED,Anubis,13 - 5,W,europa_1,Rebels
05/06/24,RES Regional Series 5 Europe,9INE,Vertigo,13 - 10,W,europa_1,Rebels
05/06/24,RES Regional Series 5 Europe,9INE,Anubis,14 - 16,L,europa_1,Rebels
05/06/24,RES Regional Series 5 Europe,9INE,Nuke,13 - 10,W,europa_1,Rebels
30/05/24,YGames Pro Series 2024,PERA,Ancient,13 - 7,W,europa_1,Rebels
30/05/24,YGames Pro Series 2024,PERA,Nuke,13 - 11,W,europa_1,Rebels
30/05/24,YGames Pro Series 2024,PERA,Mirage,10 - 13,L,europa_1,Rebels
29/05/24,European Pro League Season 16,UNiTY,Ancient,9 - 13,L,europa_1,Rebels
29/05/24,European Pro League Season 16,UNiTY,Anubis,5 - 13,L,europa_1,Rebels
25/05/24,European Pro League Season 16,ECF,Dust2,13 - 7,W,europa_1,Rebels
25/05/24,European Pro League Season 16,ECF,Ancient,13 - 9,W,europa_1,Rebels
21/05/24,European Pro League Season 16,UNiTY,Mirage,8 - 13,L,europa_1,Rebels
21/05/24,European Pro League Season 16,UNiTY,Nuke,10 - 13,L,europa_1,Rebels
20/05/24,YGames Pro Series 2024,The Prodigies,Mirage,13 - 10,W,europa_1,Rebels
20/05/24,YGames Pro Series 2024,The Prodigies,Nuke,13 - 9,W,europa_1,Rebels
18/05/24,Elisa Invitational Spring 2024,B8,Vertigo,12 - 16,L,europa_1,Rebels
18/05/24,Elisa Invitational Spring 2024,B8,Mirage,11 - 13,L,europa_1,Rebels
17/05/24,Elisa Invitational Spring 2024,Gaimin Gladiators,Vertigo,13 - 3,W,europa_1,Rebels
17/05/24,Elisa Invitational Spring 2024,Gaimin Gladiators,Dust2,13 - 7,W,europa_1,Rebels
28/04/24,ESL Challenger Melbourne 2024,Aurora,Ancient,6 - 13,L,europa_1,Rebels
28/04/24,ESL Challenger Melbourne 2024,Aurora,Mirage,9 - 13,L,europa_1,Rebels
26/04/24,ESL Challenger Melbourne 2024,MIBR,Ancient,13 - 10,W,europa_1,Rebels
26/04/24,ESL Challenger Melbourne 2024,Rooster,Anubis,13 - 7,W,europa_1,Rebels
19/04/24,ESL Challenger League Season 47 Europe,brazylijski luz,Mirage,7 - 13,L,europa_1,Rebels
19/04/24,ESL Challenger League Season 47 Europe,brazylijski luz,Inferno,8 - 13,L,europa_1,Rebels
13/04/24,ESL Challenger League Season 47 Europe,Monte,Anubis,11 - 13,L,europa_1,Rebels
13/04/24,ESL Challenger League Season 47 Europe,Monte,Mirage,9 - 13,L,europa_1,Rebels
13/04/24,ESL Challenger League Season 47 Europe,Monte,Ancient,13 - 6,W,europa_1,Rebels
09/04/24,ESL Challenger League Season 47 Europe,B8,Nuke,16 - 14,W,europa_1,Rebels
09/04/24,ESL Challenger League Season 47 Europe,B8,Ancient,13 - 7,W,europa_1,Rebels
09/04/24,ESL Challenger League Season 47 Europe,B8,Anubis,11 - 13,L,europa_1,Rebels
04/04/24,ESL Challenger League Season 47 Europe,ALTERNATE aTTaX,Vertigo,13 - 10,W,europa_1,Rebels
04/04/24,ESL Challenger League Season 47 Europe,ALTERNATE aTTaX,Ancient,16 - 12,W,europa_1,Rebels
04/04/24,ESL Challenger League Season 47 Europe,ALTERNATE aTTaX,Inferno,2 - 13,L,europa_1,Rebels
03/04/24,ESL Challenger League Season 47 Europe,SINNERS,Ancient,14 - 16,L,europa_1,Rebels
03/04/24,ESL Challenger League Season 47 Europe,SINNERS,Nuke,11 - 13,L,europa_1,Rebels
28/03/24,ESL Challenger League Season 47 Europe,ex-Sprout,Anubis,13 - 9,W,europa_1,Rebels
28/03/24,ESL Challenger League Season 47 Europe,ex-Sprout,Ancient,13 - 9,W,europa_1,Rebels
28/03/24,ESL Challenger League Season 47 Europe,ex-Sprout,Mirage,11 - 13,L,europa_1,Rebels
27/03/24,ESL Challenger Jönköping 2024 Europe Open Qualifier,B8,Mirage,7 - 13,L,europa_1,Rebels
27/03/24,ESL Challenger Jönköping 2024 Europe Open Qualifier,B8,Ancient,11 - 13,L,europa_1,Rebels
27/03/24,ESL Challenger Jönköping 2024 Europe Open Qualifier,B8,Anubis,13 - 11,W,europa_1,Rebels
27/03/24,ESL Challenger Jönköping 2024 Europe Open Qualifier,Espionage,Mirage,13 - 6,W,europa_1,Rebels
25/03/24,ESL Challenger League Season 47 Europe,Aurora,Nuke,10 - 13,L,europa_1,Rebels
25/03/24,ESL Challenger League Season 47 Europe,Aurora,Ancient,13 - 11,W,europa_1,Rebels
25/03/24,ESL Challenger League Season 47 Europe,Aurora,Mirage,9 - 13,L,europa_1,Rebels
14/03/24,ESL Challenger League Season 47 Europe,brazylijski luz,Nuke,11 - 13,L,europa_1,Rebels
14/03/24,ESL Challenger League Season 47 Europe,brazylijski luz,Ancient,13 - 10,W,europa_1,Rebels
14/03/24,ESL Challenger League Season 47 Europe,brazylijski luz,Mirage,21 - 25,L,europa_1,Rebels
04/03/24,RES Regional Series 1 Europe,BLEED,Ancient,3 - 13,L,europa_1,Rebels
04/03/24,RES Regional Series 1 Europe,BLEED,Inferno,9 - 13,L,europa_1,Rebels
03/03/24,RES Regional Series 1 Europe,Sangal,Vertigo,13 - 5,W,europa_1,Rebels
03/03/24,RES Regional Series 1 Europe,Sangal,Ancient,13 - 11,W,europa_1,Rebels
02/03/24,RES Regional Series 1 Europe,Aurora,Nuke,11 - 13,L,europa_1,Rebels
02/03/24,RES Regional Series 1 Europe,Aurora,Mirage,5 - 13,L,europa_1,Rebels
02/03/24,RES Regional Series 1 Europe,Aurora,Ancient,13 - 8,W,europa_1,Rebels
29/02/24,RES Regional Series 1 Europe,Sangal,Anubis,13 - 10,W,europa_1,Rebels
29/02/24,RES Regional Series 1 Europe,Sangal,Nuke,11 - 13,L,europa_1,Rebels
29/02/24,RES Regional Series 1 Europe,Sangal,Ancient,13 - 7,W,europa_1,Rebels
04/02/24,IEM Katowice 2024,Falcons,Nuke,10 - 13,L,europa_1,Rebels
04/02/24,IEM Katowice 2024,Falcons,Anubis,13 - 9,W,europa_1,Rebels
04/02/24,IEM Katowice 2024,Falcons,Vertigo,9 - 13,L,europa_1,Rebels
03/02/24,IEM Katowice 2024,FaZe,Ancient,7 - 13,L,europa_1,Rebels
03/02/24,IEM Katowice 2024,FaZe,Nuke,9 - 13,L,europa_1,Rebels
02/02/24,IEM Katowice 2024 Play-in,M80,Vertigo,13 - 7,W,europa_1,Rebels
02/02/24,IEM Katowice 2024 Play-in,M80,Nuke,13 - 9,W,europa_1,Rebels
31/01/24,IEM Katowice 2024 Play-in,Eternal Fire,Mirage,9 - 13,L,europa_1,Rebels
31/01/24,IEM Katowice 2024 Play-in,Eternal Fire,Inferno,4 - 13,L,europa_1,Rebels
31/01/24,IEM Katowice 2024 Play-in,Cloud9,Mirage,13 - 10,W,europa_1,Rebels
28/01/24,ESL Challenger League Season 46 Europe Relegation,9 Pandas,Mirage,6 - 13,L,europa_1,Rebels
28/01/24,ESL Challenger League Season 46 Europe Relegation,9 Pandas,Ancient,6 - 13,L,europa_1,Rebels
28/01/24,ESL Challenger League Season 46 Europe Relegation,9 Pandas,Vertigo,13 - 9,W,europa_1,Rebels
23/01/24,ESL Pro League Season 19 NC Europe Qualifier,Viperio,Anubis,4 - 13,L,europa_1,Rebels
23/01/24,ESL Pro League Season 19 NC Europe Qualifier,PERA,Anubis,8 - 13,L,europa_1,Rebels
22/01/24,ESL Pro League Season 19 NC Europe Qualifier,Sampi,Ancient,7 - 13,L,europa_1,Rebels
22/01/24,ESL Pro League Season 19 NC Europe Qualifier,ALTERNATE aTTaX,Ancient,13 - 5,W,europa_1,Rebels
22/01/24,ESL Pro League Season 19 NC Europe Qualifier,Guild Eagles,Ancient,9 - 13,L,europa_1,Rebels
16/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Open Qualifier 4,Passion UA,Ancient,9 - 13,L,europa_1,Rebels
16/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Open Qualifier 4,Gucci Academy,Mirage,13 - 9,W,europa_1,Rebels
20/11/24,Perfect World Shanghai Major 2024 Europe RMR A,BetBoom,Ancient,9 - 13,L,europa_1,SAW
20/11/24,Perfect World Shanghai Major 2024 Europe RMR A,BetBoom,Vertigo,9 - 13,L,europa_1,SAW
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Natus Vincere,Ancient,2 - 13,L,europa_1,SAW
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Natus Vincere,Nuke,10 - 13,L,europa_1,SAW
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Falcons,Anubis,13 - 5,W,europa_1,SAW
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,UNiTY,Dust2,13 - 8,W,europa_1,SAW
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,SINNERS,Vertigo,11 - 13,L,europa_1,SAW
27/10/24,ESL Challenger Katowice 2024,B8,Nuke,13 - 5,W,europa_1,SAW
27/10/24,ESL Challenger Katowice 2024,B8,Ancient,13 - 3,W,europa_1,SAW
27/10/24,ESL Challenger Katowice 2024,Monte,Nuke,19 - 17,W,europa_1,SAW
27/10/24,ESL Challenger Katowice 2024,Monte,Ancient,13 - 11,W,europa_1,SAW
25/10/24,ESL Challenger Katowice 2024,B8,Inferno,13 - 10,W,europa_1,SAW
25/10/24,ESL Challenger Katowice 2024,Falcons,Ancient,13 - 11,W,europa_1,SAW
18/10/24,ESL Challenger League Season 48 Europe,3DMAX,Inferno,10 - 13,L,europa_1,SAW
18/10/24,ESL Challenger League Season 48 Europe,3DMAX,Ancient,13 - 11,W,europa_1,SAW
18/10/24,ESL Challenger League Season 48 Europe,3DMAX,Anubis,10 - 13,L,europa_1,SAW
17/10/24,ESL Challenger League Season 48 Europe,9 Pandas,Nuke,13 - 8,W,europa_1,SAW
17/10/24,ESL Challenger League Season 48 Europe,9 Pandas,Anubis,16 - 13,W,europa_1,SAW
17/10/24,ESL Challenger League Season 48 Europe,9 Pandas,Dust2,6 - 13,L,europa_1,SAW
16/10/24,ESL Challenger League Season 48 Europe,Sangal,Vertigo,6 - 13,L,europa_1,SAW
16/10/24,ESL Challenger League Season 48 Europe,Sangal,Anubis,9 - 13,L,europa_1,SAW
16/10/24,ESL Challenger League Season 48 Europe,Sangal,Nuke,13 - 9,W,europa_1,SAW
06/10/24,ESL Challenger Atlanta 2024,BIG,Vertigo,9 - 13,L,europa_1,SAW
06/10/24,ESL Challenger Atlanta 2024,BIG,Ancient,6 - 13,L,europa_1,SAW
06/10/24,ESL Challenger Atlanta 2024,BIG,Nuke,13 - 5,W,europa_1,SAW
05/10/24,ESL Challenger Atlanta 2024,BetBoom,Ancient,13 - 11,W,europa_1,SAW
05/10/24,ESL Challenger Atlanta 2024,BetBoom,Nuke,10 - 13,L,europa_1,SAW
05/10/24,ESL Challenger Atlanta 2024,BetBoom,Anubis,13 - 6,W,europa_1,SAW
04/10/24,ESL Challenger Atlanta 2024,FlyQuest,Inferno,9 - 13,L,europa_1,SAW
